Objection Status,First Contact Date,Nationality,Main Contact Platform,Lead Quality,Service,Ad Source,Objection Type,Quote_English,Nationality_Category
Unsolved,2026-04-29,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA - EU | SVS(C) | DIS - DIS - DIS | S | FOR,ad_id.120218483048450078,Employme - Out Of Scope,Can this agency help a foreigner with a work visa for any European country?,Non-Khmer
Unsolved,2025-11-22,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-KR | TOU | SIN-V90D-DIS | E | FOR,ad_id.120235942976420078,Documentation,I have valid visa but I don’t have 2026 work permit card,Non-Khmer
Unsolved,2026-05-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,ad_id.120218483048450078,Employme - Out Of Scope,I'm need job,Non-Khmer
Unsolved,2026-05-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Employme - Out Of Scope,"I need a working visa, I need a job",Non-Khmer
Unsolved,2026-01-19,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,ad_id.120218010043290078,Price,Thailand tourist visa actual price is 100$ to 140$ then why are you demanding too much,Non-Khmer
Unsolved,2026-04-27,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA - EU | SVS(C) | DIS - DIS - DIS | S | FOR,ad_id.120242877721530479,Documentation,I don't have a Cambodian bank account. Is there any way to,Non-Khmer
Unsolved,2026-04-06,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,I am originally from Bangladesh. Can I go to another country and work there?,Non-Khmer
Unsolved,2025-03-18,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Convenience / Location,Your office is too far from me,Non-Khmer
Unsolved,2026-04-29,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,ad_id.120235942976420078,Documentation,I do work permit first then contact you,Non-Khmer
Unsolved,2026-05-05,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE01|AU1-F,Documentation,I am currently in Cambodia. I do not have a visa permit. I only have a passport. Can I go to Australia?,Non-Khmer
Unsolved,2026-04-27,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA - EU | SVS(C) | DIS - DIS - DIS | S | FOR,ad_id.120218483048450078,Documentation,I have no bank and do not have a bank statement,Non-Khmer
Unsolved,2026-04-22,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-US | TOU | DIS-DIS-DIS | S | FOR,ad_id.120214712597370078,Price,Your charges for a high-population consultant are $340,Non-Khmer
Unsolved,2026-04-22,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,ad_id.12024305315174049,Documentation,That my visa is valid for three months.,Non-Khmer
Unsolved,2026-04-24,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,ad_id.120243052761310479,Documentation,Work permit expires on December 31st 2025 and visa expires in 2027 for three months,Non-Khmer
Unsolved,2026-04-22,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120231506753830078,Documentation,I don’t have document can you support all document,Non-Khmer


Unsolved,2026-05-28,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Documentation,I do not have a Cambodian bank account,Non-Khmer
Unsolved,2026-05-28,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE01|AU1-F,Documentation,I have no salary certificate,Non-Khmer
Unsolved,2026-05-28,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-US | TOU | DIS-DIS-DIS | S | FOR,ad_id.120214712597370078,Price,Your service fee is too expensive for me,Non-Khmer
Unsolved,2026-05-29,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-EU | SVS(C) | DIS-DIS-DIS | S | FOR,ad_id.120242877721530479,Documentation,I don't have six months bank statement,Non-Khmer
Unsolved,2026-05-29,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,ad_id.12024305315174049,Documentation,I have passport only,Non-Khmer
Unsolved,2026-05-29,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Can you help me find work in Japan?,Non-Khmer
Unsolved,2026-05-30,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE02|AU1-F,Risk / Guarantee Concerns,Can you guarantee visa approval?,Non-Khmer
Unsolved,2026-05-30,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-US | TOU | DIS-DIS-DIS | S | FOR,ad_id.120214712597370078,Documentation,I don't have employment letter,Non-Khmer
Unsolved,2026-05-30,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,ad_id.120235943617020078,Price,Another agency quoted me cheaper,Non-Khmer
Unsolved,2026-05-30,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-MY | TOU | SIN-V180D-DIS | E | FOR,ad_id.120218483048450078,Documentation,No bank statement available,Non-Khmer
Unsolved,2026-05-31,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,ad_id.120218010043290078,Documentation,My work permit has expired,Non-Khmer
Unsolved,2026-05-31,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Documentation,I only have a digital bank account,Non-Khmer
Unsolved,2026-05-31,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-EU | SVS(C) | DIS-DIS-DIS | S | FOR,ad_id.120242877721530479,Documentation,I don't have a sponsor,Non-Khmer
Unsolved,2026-05-31,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE01|AU1-F,Documentation,I recently changed jobs,Non-Khmer
Unsolved,2026-06-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-US | TOU | DIS-DIS-DIS | S | FOR,ad_id.120214712597370078,Risk / Guarantee Concerns,What if my visa gets rejected?,Non-Khmer
Unsolved,2026-06-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Documentation,I have no tax document,Non-Khmer
Unsolved,2026-06-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,ad_id.12024305315174049,Convenience / Location,Your office is far from my workplace,Non-Khmer
Unsolved,2026-06-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE02|AU1-F,Documentation,I don't have enough balance in my account,Non-Khmer
Unsolved,2026-06-02,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-EU | SVS(C) | DIS-DIS-DIS | S | FOR,ad_id.120242877721530479,Documentation,I don't have bank account at all,Non-Khmer
Unsolved,2026-06-02,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-US | TOU | DIS-DIS-DIS | S | FOR,ad_id.120214712597370078,Employme - Out Of Scope,I am looking for a work visa,Non-Khmer
Unsolved,2026-06-02,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,ad_id.120235943617020078,Documentation,I don't have company letter,Non-Khmer
Unsolved,2026-06-02,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-MY | TOU | SIN-V180D-DIS | E | FOR,ad_id.120218483048450078,Price,Too costly for me,Non-Khmer
Unsolved,2026-06-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE01|AU1-F,Documentation,I have only passport and visa,Non-Khmer
Unsolved,2026-06-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Documentation,Can you prepare all documents for me?,Non-Khmer
Unsolved,2026-06-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-US | TOU | DIS-DIS-DIS | S | FOR,ad_id.120214712597370078,Documentation,I don't have pay slips,Non-Khmer
Unsolved,2026-06-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,ad_id.12024305315174049,Price,Why is your package more expensive?,Non-Khmer
Unsolved,2026-06-04,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-EU | SVS(C) | DIS-DIS-DIS | S | FOR,ad_id.120242877721530479,Risk / Guarantee Concerns,Will I get a refund if rejected?,Non-Khmer
Unsolved,2026-06-04,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE02|AU1-F,Documentation,I don't have work permit yet,Non-Khmer
Unsolved,2026-06-04,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,ad_id.120235943617020078,Documentation,I don't have proof of income,Non-Khmer
Unsolved,2026-06-04,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-MY | TOU | SIN-V180D-DIS | E | FOR,ad_id.120218483048450078,Documentation,I have no bank history,Non-Khmer
Unsolved,2026-06-05,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Documentation,I don't have employment contract,Non-Khmer
Unsolved,2026-06-05,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-US | TOU | DIS-DIS-DIS | S | FOR,ad_id.120214712597370078,Price,The price exceeds my budget,Non-Khmer
Unsolved,2026-06-05,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,ad_id.120218010043290078,Documentation,I only have foreign bank statement,Non-Khmer
Unsolved,2026-06-05,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE01|AU1-F,Employme - Out Of Scope,Can you arrange a job offer for me?,Non-Khmer
Unsolved,2026-06-06,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-EU | SVS(C) | DIS-DIS-DIS | S | FOR,ad_id.120242877721530479,Documentation,I don't have any supporting documents,Non-Khmer
Unsolved,2026-06-06,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,ad_id.120235943617020078,Documentation,No bank statement available,Non-Khmer
Unsolved,2026-06-06,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Price,I found another agency charging less,Non-Khmer
Unsolved,2026-06-06,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-MY | TOU | SIN-V180D-DIS | E | FOR,ad_id.120218483048450078,Documentation,I don't have residence proof,Non-Khmer
Unsolved,2026-06-07,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-US | TOU | DIS-DIS-DIS | S | FOR,ad_id.120214712597370078,Documentation,I recently opened my bank account,Non-Khmer
Unsolved,2026-06-07,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE02|AU1-F,Risk / Guarantee Concerns,Can you promise visa approval?,Non-Khmer
Unsolved,2026-06-07,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,ad_id.12024305315174049,Documentation,I don't have salary certificate,Non-Khmer
Unsolved,2026-06-07,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-EU | SVS(C) | DIS-DIS-DIS | S | FOR,ad_id.120242877721530479,Documentation,I don't have invitation letter,Non-Khmer
Unsolved,2026-06-08,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Documentation,I only have overseas bank account,Non-Khmer
Unsolved,2026-06-08,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,ad_id.120235943617020078,Employme - Out Of Scope,I want a working visa instead,Non-Khmer
Unsolved,2026-06-08,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-US | TOU | DIS-DIS-DIS | S | FOR,ad_id.120214712597370078,Documentation,I have no proof of employment,Non-Khmer
Unsolved,2026-06-08,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-MY | TOU | SIN-V180D-DIS | E | FOR,ad_id.120218483048450078,Price,Can you reduce the service charge?,Non-Khmer
Unsolved,2026-06-09,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE01|AU1-F,Documentation,I don't have local bank statement,Non-Khmer
Unsolved,2026-06-09,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Documentation,I have no company registration documents,Non-Khmer
Unsolved,2026-06-09,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,ad_id.120218010043290078,Documentation,I don't have work permit for 2026,Non-Khmer
Unsolved,2026-06-09,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-EU | SVS(C) | DIS-DIS-DIS | S | FOR,ad_id.120242877721530479,Documentation,I don't have enough financial proof,Non-Khmer
Unsolved,2026-05-28,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,ad_id.12024305315174049,Price,Why is your service fee higher than other agencies?,Non-Khmer
Unsolved,2026-05-28,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Documentation,I only have a passport and ID card. Is that enough?,Non-Khmer
Unsolved,2026-05-29,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-US | TOU | DIS-DIS-DIS | S | FOR,ad_id.120214712597370078,Documentation,I don't have a bank statement for the last six months.,Non-Khmer
Unsolved,2026-05-29,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE01|AU1-F,Documentation,My work permit expired recently. Can I still apply?,Non-Khmer
Unsolved,2026-05-30,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-EU | SVS(C) | DIS-DIS-DIS | S | FOR,ad_id.120242877721530479,Documentation,I am self-employed and do not have salary slips.,Non-Khmer
Unsolved,2026-05-30,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120231506753830078,Documentation,Can your company prepare all supporting documents for me?,Non-Khmer
Unsolved,2026-05-31,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-KR | TOU | DIS-DIS-DIS | E | FOR,ad_id.120245678901230078,Documentation,I have no employment letter from my company.,Non-Khmer
Unsolved,2026-05-31,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,ad_id.120218010043290078,Price,Can you offer a discount if I apply with my family?,Non-Khmer
Unsolved,2026-06-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-US | TOU | DIS-DIS-DIS | S | FOR,ad_id.120214712597370078,Documentation,I do not have enough balance in my bank account.,Non-Khmer
Unsolved,2026-06-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE01|AU1-F,Documentation,I only arrived in Cambodia three months ago.,Non-Khmer
Unsolved,2026-06-02,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Can you help me find a job in Japan?,Non-Khmer
Unsolved,2026-06-02,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-EU | SVS(C) | DIS-DIS-DIS | S | FOR,ad_id.120242877721530479,Documentation,I have never opened a bank account before.,Non-Khmer
Unsolved,2026-06-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-CA | TOU | DIS-DIS-DIS | E | FOR,ad_id.120246789012340078,Documentation,I do not have proof of employment at the moment.,Non-Khmer
Unsolved,2026-06-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,ad_id.12024305315174049,Convenience / Location,Your office is too far from my province.,Non-Khmer
Unsolved,2026-06-04,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,ad_id.120243052761310479,Documentation,My passport has less than six months validity remaining.,Non-Khmer
